gene_id	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
NES	1	4	2	3	33	2	1523	536	469	2731	3110	90	105	131	168
LGR6	8	8	12	11	29	10	0	0	1	0	0	162	203	0	0
NPR1	46	44	61	20	26	32	19	58	52	16	31	173	160	15	7
MAST3	2428	1722	1910	1276	571	1490	217	242	258	166	194	357	370	117	136
SCAMP3	541	556	517	259	122	391	1033	1181	1030	1311	1536	130	73	692	848
MTX1	221	209	237	122	46	227	561	468	479	649	747	64	49	367	405
IFI30	946	863	1302	1034	235	947	168	353	342	224	309	110	59	433	489
SDCCAG8	466	400	508	265	142	379	207	310	232	312	379	233	254	154	172
AKT3	6705	8685	8916	5913	2288	7465	2511	3314	2595	3771	5293	81	126	1611	1910
DUSP27	7	4	3	6	15	4	3	22	20	1	2	108	189	1	0
IGFN1	3	4	10	9	33	1	2	0	0	0	0	287	378	0	0
ZNF281	865	832	690	446	190	573	611	830	704	976	1187	155	134	463	526
FH	511	381	408	328	98	361	1376	1185	997	1438	1799	63	76	1276	1589
AXDND1	27	16	22	21	31	11	26	18	14	29	28	172	213	6	24
IL20	1	0	4	0	2	0	0	0	0	0	0	71	80	0	0
KIF14	161	152	194	85	83	125	39	19	4	39	56	243	207	11	17
KISS1	0	0	0	0	0	0	0	0	0	1	0	6	15	0	0
EIF2D	1506	1435	1386	787	323	1078	2022	2364	1922	2327	2774	267	268	1472	1619
IARS2	1459	1148	1346	868	341	981	1675	2029	1652	2118	2993	181	154	1433	1797
SLAMF9	5	1	0	3	4	0	0	0	0	0	0	16	29	0	0
FCRL6	2	4	6	3	10	2	1	0	0	0	0	33	42	0	0
LOC101093579	2	1	1	1	5	0	0	0	0	0	0	40	48	0	0
LOC101096536	0	0	1	1	3	0	0	0	0	0	0	24	33	0	0
LOC111558345	0	1	1	0	3	0	0	0	0	0	0	68	74	0	0
SLC27A3	41	35	45	12	24	20	161	134	114	82	70	64	79	33	52
SERTAD4	11	9	8	1	7	1	773	1571	1320	1337	1630	65	79	561	690
MUC1	0	0	1	0	2	2	0	0	0	0	0	12	20	0	0
CF1H1orf115	20	18	19	10	9	6	0	0	2	0	0	70	60	0	0
KIF26B	9	3	2	7	27	3	1371	926	806	4731	5379	164	211	362	438
SDE2	414	543	438	275	90	397	341	419	391	414	460	102	106	214	264
ETV3L	12	3	4	5	16	6	6	2	2	4	3	28	25	0	1
TNN	70	50	121	110	30	26	126	74	69	771	992	222	302	6	8
ATP12A	6	2	1	4	27	5	20	19	10	1	2	249	253	5	3
DEGS1	1302	918	1551	1222	553	934	1337	1460	1150	1386	1797	117	83	1319	1615
LMX1A	2	0	1	1	12	2	49	11	18	21	15	132	128	2	1
DUSP23	84	117	118	83	23	89	89	56	75	62	62	29	22	55	78
TMEM79	34	10	21	12	7	18	12	22	24	11	12	24	40	18	14
SMG5	1967	1721	1731	902	435	1358	1821	2086	1843	2184	2531	442	375	1599	1873
ATF6	4266	4565	3157	1345	690	2485	3277	4423	3747	3878	4915	190	203	2632	2940
GPR25	50	55	58	29	10	24	0	0	0	0	0	15	8	0	0
LOC101081599	3	2	4	4	3	4	0	0	0	0	1	31	39	0	0
PYCR2	583	549	493	285	107	515	403	470	408	489	592	56	35	411	469
PCP4L1	4	4	4	4	5	4	7	4	2	42	46	62	76	6	1
ASH1L	4719	3321	4265	5235	1702	2823	1126	1071	790	1297	1917	780	711	756	795
HNRNPU	12527	11295	11207	5370	1983	8521	7890	7563	6189	9562	12099	2371	1347	4443	5615
FCMR	6766	3224	3621	6332	1509	3505	3	6	6	3	8	197	155	7	10
UHMK1	4231	2796	3647	2840	1187	2816	2954	3324	2615	3999	5582	416	276	3585	4315
LOC101100178	1	7	0	6	9	3	0	0	0	0	0	42	68	0	0
IER5	1124	1024	1278	664	332	1101	669	928	811	795	980	190	140	452	547
SHCBP1L	18	12	20	7	7	12	1	1	2	3	2	56	72	5	2
NAV1	187	129	227	146	111	126	877	652	543	1466	1846	526	527	431	491
CERS1	2	1	2	3	10	1	64	67	62	126	103	26	50	51	61
RFWD2	1531	1307	1550	912	453	1121	1424	1721	1342	1783	2432	182	136	1414	1797
PMVK	301	267	285	120	86	281	82	139	125	145	197	43	36	148	140
S100A13	45	7	28	23	9	9	1380	1936	1599	1728	1993	52	75	1993	2383
PEA15	458	398	481	474	139	381	1537	1664	1531	2115	2181	97	119	2144	2574
DENND1B	872	857	815	437	219	514	519	711	549	631	854	215	205	444	514
CF1H1orf53	29	17	18	7	9	22	71	69	74	70	104	25	27	40	70
NFASC	4	8	6	13	31	7	103	23	25	8	21	389	452	353	400
BATF3	56	50	86	20	35	53	9	4	1	2	12	94	69	1	3
ODR4	1025	1094	878	487	198	715	1421	1724	1297	1516	2060	145	146	942	1225
PRG4	44	17	21	22	35	18	144	115	96	39	54	102	143	74	79
SLC26A9	3	1	3	4	24	1	0	0	1	1	1	237	285	1	0
BORCS8	784	841	1053	549	173	636	363	451	386	471	535	100	144	442	485
LEMD1	0	0	0	0	6	0	0	0	0	0	0	56	104	0	0
S100A6	2223	1394	3262	947	652	1453	22709	29843	25359	23043	28358	62	56	24308	29134
NCAN	7	8	2	7	13	4	1	0	0	0	1	240	279	0	2
LOC101101439	2	0	2	2	4	4	0	0	0	0	0	67	65	0	0
HAPLN4	6	1	3	6	16	3	13	6	3	5	12	134	141	27	15
CEP350	4615	3661	3819	3166	1261	2881	1799	2397	1849	2621	3667	843	754	1659	1835
LBR	5988	5155	5625	3996	1455	5190	301	253	190	332	418	371	235	151	187
LOC102901264	61	25	32	33	27	38	14	13	20	26	24	163	175	16	18
KMO	11	4	11	10	9	3	0	2	3	8	3	68	102	1	3
PBX4	399	334	453	328	75	256	26	12	14	18	18	45	102	19	16
LPAR2	52	40	53	37	10	19	5	0	5	3	5	51	47	2	1
ATP13A1	1613	1313	1296	765	296	1052	1194	1045	924	1214	1386	186	173	856	967
DNM3	30	17	31	41	25	19	115	88	79	77	101	120	189	54	48
ITPKB	4326	4224	3566	1916	742	2837	1109	1579	1380	1085	1292	267	191	1209	1379
KDM5B	2079	1417	1581	1281	521	1146	2007	2225	1788	2894	3621	351	326	1138	1314
KIF15	102	107	123	76	48	80	38	7	1	26	56	358	339	4	5
METTL11B	0	0	3	1	3	0	1	2	2	2	4	71	97	0	0
SLC30A10	21	18	14	18	5	13	28	28	23	34	29	36	41	6	20
MPZL1	417	211	200	108	45	240	3630	4763	4097	4300	5634	65	96	3176	3596
NEK7	4467	4788	4023	2149	861	3360	10213	10392	8443	10147	12985	257	200	4585	5914
MARK1	15	6	10	4	16	5	8	15	7	23	26	142	182	2	2
NDUFS2	1946	1862	2094	1057	397	1582	2111	2362	2170	2787	3347	301	305	1765	2107
LMNA	967	1547	1730	734	245	1031	16762	13982	12708	20057	22202	1115	488	11872	14093
ASPM	250	231	263	170	69	133	334	84	72	638	809	587	372	71	84
PLD5	7	2	2	2	18	7	0	1	2	0	0	158	201	0	0
WDR26	2186	2193	1913	2414	563	1537	1164	1262	960	1386	1787	306	224	714	911
HHAT	22	33	38	15	22	21	70	182	138	81	111	221	238	54	68
LOC101082970	5	7	6	8	20	0	3	6	1	3	3	111	99	2	2
DNAH14	230	232	181	159	119	178	11	3	2	2	5	457	590	0	0
CDCP1	21	5	5	6	17	3	499	502	479	1324	1673	158	176	454	514
RABIF	758	788	735	330	142	487	596	820	565	767	930	57	51	355	480
LOC101101187	2	1	1	0	11	1	0	0	0	0	0	72	85	0	0
SHISA4	33	30	23	9	2	18	841	806	703	1038	1106	38	30	427	477
LOC111558418	3	2	1	3	4	2	0	0	0	0	0	103	81	0	0
PAPPA2	15	19	40	25	30	21	21	31	25	21	18	255	281	17	15
SLC6A20	4	0	4	3	10	3	2	2	2	2	1	76	80	5	3
EFCAB2	259	236	314	160	61	187	308	255	238	337	457	23	58	242	301
SMYD2	217	130	396	499	81	146	217	433	345	430	531	136	118	241	323
XCR1	29	37	53	6	19	9	0	0	0	0	0	88	87	0	0
KCTD3	655	648	780	600	237	557	2568	2876	2182	3357	4552	142	222	1444	1806
ACBD3	1157	1072	1040	639	242	789	1930	2188	1718	2407	3072	284	261	1379	1606
QSOX1	213	314	271	101	44	165	15209	18654	16771	33889	38603	128	178	10935	12989
FAM240A	0	1	1	1	4	0	0	0	0	0	0	59	66	0	0
ZFPM2	16	8	14	9	22	3	177	290	263	254	348	98	116	69	97
DPY19L4	2112	2351	2161	958	471	1640	3331	3070	2437	3780	4770	134	126	1631	2080
ZHX1	2135	2433	2055	1151	514	1846	1867	2454	2018	2110	2837	202	133	1732	2220
EPPK1	15	26	20	12	30	15	54	20	35	82	112	81	76	9	10
PTH1R	36	24	28	23	21	17	344	440	382	425	459	38	44	338	389
NBEAL2	4563	3688	4903	2539	1180	3476	110	158	151	101	109	637	475	68	97
WASHC5	2283	2379	2539	1899	771	2149	2865	4066	3337	3838	5545	351	342	2303	2636
ASPH	1775	3223	2395	1128	565	1895	4567	4813	3971	3548	5001	220	226	2431	2818
TAF2	1515	1364	1439	1020	384	1010	994	1055	834	1298	1794	219	250	778	840
SETD2	5343	3932	4522	3420	1290	3163	2281	2733	2150	2692	3169	644	570	1099	1513
JPH1	202	168	137	46	23	41	359	217	172	103	106	103	98	440	604
KIF9	67	45	79	56	25	51	222	363	337	441	482	203	238	152	140
JRK	208	154	191	62	47	143	131	164	113	150	167	55	43	72	78
FZD6	3	4	3	2	5	2	1070	1913	1451	1687	2102	97	108	1427	1872
GPAA1	2156	2044	2229	966	464	1873	4010	4253	4097	4288	4729	126	76	3615	4260
PKHD1L1	311	292	207	141	84	159	0	0	0	3	2	333	404	0	0
CF2H8orf82	53	51	65	38	6	44	108	124	113	115	138	17	16	63	88
SCAP	887	831	726	414	166	602	1030	1060	1037	1108	1256	206	175	724	839
LOC111558517	27	20	23	18	7	17	8	10	7	9	8	13	18	7	1
TCF24	4	0	9	3	1	0	0	0	0	0	0	47	32	0	0
GML	1	1	0	3	1	1	0	0	0	0	0	24	42	0	0
SMARCC1	4620	4588	4190	2673	877	3016	2942	3073	2682	4577	5881	969	671	2065	2452
CSPG5	6	18	15	8	26	7	148	190	163	199	211	74	127	381	458
FBXO43	7	10	10	4	8	4	5	0	3	1	10	68	99	0	1
ST3GAL1	3624	2654	2815	2649	969	2885	545	685	574	909	1048	332	266	410	478
GSDMD	805	1092	927	396	233	906	7	1	1	5	3	195	150	1	3
UBR5	5149	4543	5006	3356	1330	3512	5924	6296	5077	7305	9822	714	574	3762	4405
HGH1	217	174	158	78	40	131	181	174	184	234	213	71	58	155	167
TRAPPC9	702	638	702	441	200	541	562	621	571	789	937	252	246	412	467
MSC	10	7	14	7	4	8	67	28	35	14	18	177	68	0	7
CHCHD7	170	190	166	60	30	109	111	155	135	125	209	37	43	112	142
FBXW12	19	20	21	8	13	13	6	19	17	48	54	135	141	13	14
CHRAC1	508	524	496	307	77	397	407	624	517	499	583	134	92	431	523
MAPK15	7	3	2	5	10	0	5	11	4	2	0	28	38	1	4
OPRK1	2	8	2	3	7	1	1	0	0	1	0	63	89	0	1
ZNF704	4	6	4	7	32	1	1079	2638	1937	866	1057	259	261	729	875
NPBWR1	0	2	1	1	1	0	0	0	0	0	0	6	16	0	0
PSCA	3	0	1	2	4	0	0	0	0	0	0	9	5	0	0
FER1L6	6	0	7	14	35	5	4	1	2	1	1	282	321	1	0
CCDC166	13	12	21	5	2	9	1	0	1	1	1	33	21	0	0
GDF6	4	7	2	5	8	1	843	1271	1135	473	476	75	91	94	109
COLEC10	1	2	0	0	9	0	1	0	0	0	0	55	77	0	1
RB1CC1	5794	5855	5185	3374	1416	4107	2667	3374	2632	3515	5195	732	602	2459	2668
EEF1D	6111	5793	6010	3512	1310	4612	4792	4685	4378	5255	5930	618	414	3310	3694
TIGD5	352	291	349	150	58	279	1185	1509	1301	1737	1963	36	41	1024	1310
MCMDC2	20	8	17	9	11	11	7	13	16	24	13	40	50	37	45
SOX17	2	0	1	1	2	0	0	1	0	0	0	10	9	0	0
CNGB3	1	3	2	1	16	1	0	0	1	0	0	61	99	0	0
MTFR1	513	390	401	253	96	276	1372	1619	1238	1838	2464	55	60	988	1268
SNTB1	115	332	267	121	61	110	1	5	8	0	2	380	273	21	43
THEM6	30	24	23	16	15	35	11	5	3	14	16	15	6	8	2
RNF139	664	684	650	328	126	428	1028	1415	1051	1357	1899	77	56	853	1080
NSMAF	3792	3293	3665	2420	845	2377	936	1271	1086	1349	1820	358	319	666	859
CNBD1	1	1	3	1	5	1	1	0	0	0	0	28	33	0	0
P4HTM	182	202	198	103	44	153	223	474	397	252	280	106	106	237	334
PTK2	1297	1624	1607	793	420	1317	2666	2362	1992	3112	3980	296	415	1489	1903
NKAIN3	1	1	0	1	11	0	0	2	0	0	0	30	52	0	0
FOXH1	2	0	2	1	1	0	1	0	0	0	0	76	63	0	0
CYHR1	544	735	469	281	125	456	444	538	481	548	647	73	64	347	391
TCEA1	2418	2001	2217	1466	534	1711	2640	2481	1976	3078	4226	287	131	1338	1673
XKR4	8	5	6	7	48	6	2	4	3	1	3	280	321	1	0
KCNQ3	10	10	10	3	20	2	0	0	0	4	1	144	148	1	0
XKR9	1	0	6	2	8	1	0	15	11	1	10	16	25	3	4
LRRC69	0	0	0	2	4	1	0	0	0	0	0	29	24	0	1
TSNARE1	114	68	74	51	57	58	41	46	41	49	67	56	62	23	23
CPSF1	2524	2012	2056	1192	471	1586	2218	1932	1728	2477	3057	413	290	1546	1648
CCDC71	443	372	374	219	94	272	352	462	408	446	541	155	182	277	337
MTDH	4217	4403	4152	2105	971	3206	5677	6293	4893	5988	7995	652	473	3421	4373
SPATC1	219	604	403	223	102	362	0	0	1	0	1	44	71	2	5
ALKAL1	0	1	0	2	2	0	0	0	0	2	0	11	16	0	0
ASAP1	1500	1447	1621	1363	562	1042	764	844	598	687	947	375	458	721	824
EXT1	188	164	166	87	50	110	3028	5223	4726	3323	4165	207	207	2686	3255
LAPTM4B	348	289	422	258	105	250	2438	4185	3205	2236	2929	41	41	3212	3692
CA8	47	51	42	68	20	52	0	1	2	0	2	35	41	0	1
LOC101086873	8	9	6	3	8	4	458	394	282	382	430	44	30	163	260
MAP3K15	19	53	29	21	23	22	5	3	1	2	1	203	220	3	2
MAOB	6	6	12	3	6	1	0	0	0	0	1	79	89	0	0
SLC25A43	112	106	106	50	22	82	220	217	185	336	355	76	55	217	281
AP1S2	1485	706	1733	929	309	848	1700	3443	2601	2503	3497	84	97	2328	2909
LOC101091264	405	293	325	241	100	157	374	318	231	425	504	265	281	242	315
TSPYL2	835	663	679	349	99	466	99	87	69	117	164	280	214	60	57
RBMX2	265	276	244	103	52	164	164	138	118	158	211	83	75	108	112
GYG2	13	7	6	5	14	3	8	2	6	6	8	141	176	35	37
BRCC3	459	447	469	259	109	326	354	446	347	483	649	148	141	349	422
ARHGAP4	4321	3361	3837	1681	890	3125	156	107	75	85	105	448	301	41	47
TMEM185A	141	106	128	119	49	70	93	155	137	130	148	83	115	99	125
IL13RA1	1432	873	2019	893	405	748	1920	2085	1766	2106	3020	61	81	1932	2424
MSL3	1405	1193	1307	609	285	851	603	637	561	737	960	187	198	529	631
ARL13A	18	7	12	10	10	7	1	0	0	1	1	71	74	0	0
PGRMC1	499	512	598	144	111	365	5694	4574	4000	6590	8584	72	48	1749	2214
CXHXorf36	4	1	1	0	7	0	0	0	0	0	0	77	99	0	0
ZBTB33	1199	969	980	581	292	661	689	730	588	763	1086	140	177	420	554
CHST7	197	142	153	89	43	151	50	80	53	19	30	63	49	103	126
GAB3	336	151	331	151	104	273	7	2	6	7	7	171	166	1	0
FAM155B	65	56	34	32	19	20	287	345	243	639	769	135	189	285	352
SUV39H1	417	388	341	123	49	194	49	67	68	65	70	104	109	51	55
CFAP47	10	9	5	7	13	3	1	0	0	1	0	301	362	0	0
NYX	0	2	3	0	4	0	0	2	1	0	0	54	35	0	0
MTMR8	4	5	0	5	7	3	2	0	0	0	0	50	39	0	0
LOC101091926	1	1	1	0	1	0	2	24	25	8	2	11	12	0	2
FRMPD3	3	0	6	4	9	1	1	2	7	2	1	271	329	0	0
LOC102902092	26	37	23	7	10	9	44	54	36	85	91	191	219	25	35
KIAA1210	4	5	10	7	8	1	31	19	11	16	16	173	198	0	0
MAP7D3	1328	1106	1461	718	230	1003	1350	1102	908	1509	1911	432	327	1397	1741
ADGRG4	3	2	4	4	17	0	0	0	0	5	5	235	251	0	1
LOC101093506	3	1	1	0	2	0	1	0	0	0	0	75	87	0	0
TEX28	3	2	1	3	3	2	0	0	0	0	0	43	66	2	0
LOC111558694	59	58	42	23	15	36	12	16	23	12	15	34	27	13	14
LOC101100452	4	6	3	1	8	0	1	0	0	2	1	87	147	0	0
CXHXorf58	8	12	7	2	5	5	7	8	12	16	11	63	80	2	1
ATP6AP1	1571	1368	1806	740	384	1094	3338	4076	3595	3489	4016	136	133	2486	2819
FGF13	470	535	573	182	54	237	46	182	178	441	564	168	139	298	346
UPRT	710	783	683	328	204	566	292	399	292	379	437	119	143	187	215
EFHC2	448	686	562	293	103	425	0	0	0	0	0	117	140	1	0
ATRX	6564	5177	5242	3548	1438	3899	4182	4964	3705	5788	7522	704	503	2920	3750
LOC101082378	0	0	0	0	0	0	0	0	0	0	0	63	61	0	0
LOC101092340	45	31	30	16	24	19	274	216	195	344	402	132	97	115	117
PDZD4	5	3	5	1	8	5	1	4	5	3	13	80	54	3	2
HSFX4	4	1	1	3	4	1	1	0	0	0	0	36	40	0	0
PHEX	45	33	51	37	23	31	32	39	25	23	31	151	187	14	33
NRK	6	5	2	5	10	2	0	0	0	0	0	256	283	0	0
EGFL6	257	660	109	51	52	248	1749	581	471	36	31	60	109	2603	2999
FAM50A	580	521	575	289	99	420	1124	1277	1180	1473	1815	235	150	718	818
SOWAHD	118	90	154	62	23	80	0	5	1	3	2	45	36	2	0
ERAS	3	1	1	0	1	1	1	0	0	0	0	65	64	0	0
ANOS1	18	4	0	7	18	6	368	361	309	54	51	79	89	29	32
SPRY3	31	13	17	13	28	16	9	15	8	14	13	116	133	18	43
MAGIX	65	56	61	48	20	69	60	77	69	87	98	29	44	73	93
CITED1	1	1	1	0	5	0	4	6	1	2	4	55	51	1	3
DOCK3	60	66	50	21	55	16	9	4	7	7	13	542	707	1	8
ZIC3	4	0	3	0	3	0	0	0	0	1	0	44	63	2	0
BTK	1223	717	1193	828	292	940	0	0	1	0	0	70	76	0	0
ZCCHC18	4	2	5	1	2	1	0	0	1	0	0	88	126	0	0
TAF7L	3	0	1	2	3	1	1	5	0	2	1	109	155	0	1
DHRSX	271	264	253	246	105	212	233	392	354	389	432	77	79	194	188
EEF1AKMT1	304	287	280	204	74	204	375	565	537	385	493	50	53	294	290
GAGE10	1	0	2	2	5	0	0	0	1	0	2	33	31	0	0
RBM15B	1051	1238	905	592	186	1018	1035	1265	1078	1487	1800	132	99	700	849
CLDN34	1	2	0	0	5	1	0	0	0	0	0	6	15	0	0
IL1RAPL1	4	4	7	0	11	0	0	1	0	0	1	135	156	0	0
LOC101099358	3	2	1	3	3	0	0	0	0	0	0	45	103	0	0
GPR101	5	1	3	2	2	0	0	1	2	0	0	172	182	0	1
SMS	1522	1839	1704	789	263	1224	694	690	569	887	1213	220	191	537	622
MBTPS2	328	268	352	176	103	205	861	969	758	944	1326	112	151	565	681
IL17D	12	7	7	10	8	9	13	26	23	34	50	14	8	14	20
RTL4	4	0	1	1	2	1	0	0	0	0	0	85	89	0	0
VGLL1	1	2	5	5	3	7	0	0	0	0	0	38	52	2	2
LOC109496572	6	1	1	1	7	0	0	0	0	0	0	108	150	0	0
CD99L2	234	255	233	114	60	198	794	905	768	796	915	55	55	655	826
PABPC5	29	42	23	18	4	20	32	37	32	88	77	47	75	20	16
TEX264	1258	1445	1273	668	286	1244	1336	1458	1267	1703	1955	264	212	1257	1392
TBX22	1	1	1	2	3	0	0	0	0	0	0	62	78	0	0
DOCK11	7710	6853	7914	5946	1887	5795	355	325	236	510	713	661	540	168	183
ARSH	4	0	2	8	11	1	1	0	0	0	0	79	102	0	0
DGKK	5	3	9	7	14	0	0	0	0	0	0	233	353	0	0
AFF2	184	84	143	217	104	174	18	10	4	26	30	258	309	1	2
LOC111558745	1	1	1	1	2	1	0	0	0	1	0	66	51	0	0
LOC101090336	11	2	3	2	16	1	0	0	0	0	0	149	160	1	2
TIMP1	14413	24890	20631	13211	5844	16256	13112	7462	7086	4521	5599	299	202	8937	10130
LOC101080873	3	0	1	0	3	1	5	7	5	0	0	69	64	0	0
ZCCHC13	2	2	2	2	2	2	1	3	1	3	3	44	45	0	1
MED14OS	14	8	8	3	4	5	6	5	6	5	12	25	22	3	9
KCNE5	11	14	14	17	7	6	2	3	0	0	0	3	6	0	0
DUSP21	0	5	0	1	1	1	0	0	0	0	0	5	14	0	0
LPAR4	4	1	7	0	6	3	0	0	0	0	2	104	98	0	0
GPR143	10	8	14	5	13	5	110	76	45	3	2	68	75	142	208
MECP2	1001	1059	803	526	236	596	508	634	479	647	670	290	204	372	492
LHFPL1	0	0	0	0	4	0	0	0	0	0	0	23	30	0	0
ALG13	668	736	593	334	147	406	351	397	344	385	521	191	224	197	260
LOC101093839	1	1	0	1	3	2	5	4	1	2	5	21	56	0	3
GPC3	7	0	8	10	5	0	4	2	0	9	23	56	56	0	4
HCFC1	2018	1526	1703	1165	536	1171	925	867	841	1210	1297	750	468	520	639
SRPX	42	38	57	60	11	28	1864	2247	1845	1255	1673	97	92	1531	1744
WWC3	77	63	75	76	43	54	1122	1241	1086	1101	1414	180	220	451	539
PUDP	204	241	235	139	66	192	154	179	166	159	214	52	72	100	100
TXLNG	2204	1871	1827	719	285	948	352	386	330	626	752	240	240	244	298
PPM1M	752	655	670	364	150	528	264	443	381	448	476	251	210	264	297
SLC9A7	4100	2768	2964	3193	919	2869	124	217	195	752	1098	239	260	5	12
BEND2	4	1	1	1	3	1	0	0	1	0	0	85	145	0	0
LOC111558777	4	2	10	8	0	5	0	0	0	0	0	4	16	0	0
BAP1	1883	1790	1778	772	332	1577	2535	3340	2960	3179	3419	364	300	1755	2064
PLXNB3	1477	1689	1885	1086	458	1424	4	4	5	0	5	104	103	4	4
LATS2	651	528	698	273	180	421	3927	5028	4339	4038	4502	165	138	3594	4639
SYAP1	1197	1344	1256	494	234	708	1012	1184	949	1761	2385	205	159	964	1053
PPP2R3B	251	258	216	113	79	162	127	170	145	174	194	47	27	81	74
XK	28132	33671	34153	19750	10153	30881	0	0	0	0	0	93	116	0	0
LOC101088988	509	403	452	157	97	290	150	72	86	112	132	79	62	68	87
LOC111558944	74	51	58	53	14	52	10	7	13	14	6	31	7	6	9
GLT8D1	460	519	497	220	107	356	1221	1519	1197	1705	2160	58	54	1089	1266
LOC111559047	1	0	2	1	1	1	1	5	9	3	15	12	15	2	4
LOC101086918	88	46	68	89	28	33	19	2	2	5	6	98	109	1	0
LOC101085233	183	326	215	67	52	204	142	102	87	88	132	48	35	155	179
LOC109492298	2	1	1	3	3	1	0	0	0	0	0	12	23	0	0
LOC111559084	54	25	51	84	28	23	24	42	27	21	24	18	28	21	18
LOC111559085	1	0	0	0	1	0	0	0	0	0	0	2	2	0	0
LOC111559111	280	221	275	167	88	261	793	774	608	847	1179	45	44	646	738
LOC101085108	1	1	4	2	9	1	1	0	0	0	0	18	29	0	0
LOC101082639	1	2	0	0	5	1	0	0	0	0	0	44	46	0	0
LOC111559129	3	1	3	3	2	2	6	11	4	7	7	25	23	5	5
LOC105260168	1	0	0	0	9	0	0	0	0	0	0	24	20	0	0
LOC101097535	93	87	93	57	11	97	80	71	67	73	116	76	67	64	54
LOC111559168	1	1	1	3	0	1	0	0	0	0	0	2	8	0	0
LOC105260238	1	1	2	0	2	0	0	0	0	0	0	22	27	0	0
LOC105259688	3	1	0	0	1	0	0	0	0	0	0	2	3	0	0
CACNA1D	20	25	20	22	62	10	20	9	4	22	21	578	656	2	4
SLC41A3	128	150	99	108	64	99	440	578	478	508	667	173	183	372	406
ERC2	10	14	11	20	28	8	7	19	22	27	30	176	199	10	24
DNAH12	19	16	43	29	53	25	32	47	29	32	40	326	380	26	21
LOC111559427	190	194	153	101	35	113	510	469	417	459	633	34	27	265	338
MICU2	1405	903	1233	697	299	891	1180	1250	900	1674	2335	136	95	986	1315
FEZF2	5	2	7	2	6	3	0	5	9	0	2	89	96	0	0
THOC7	843	900	906	522	195	670	1669	2044	1543	2037	2910	68	39	1331	1765
ATXN7	1705	1470	1494	959	362	1032	421	450	370	445	553	438	398	293	330
SUCLG2	894	722	821	596	200	619	654	660	531	796	1094	157	168	444	559
EOGT	1136	1040	1428	623	304	941	1308	3513	2654	1916	2328	150	134	884	1173
EIF4E3	9121	14011	12492	6811	2566	10004	1559	1814	1355	1878	2352	272	175	1509	1943
PPP4R2	3311	3116	2690	1426	613	2415	2965	3107	2434	3492	4885	275	165	1923	2479
CNTN3	4	0	2	3	17	3	0	5	1	0	2	121	147	0	0
CNTN6	4	2	1	2	12	3	0	0	0	1	1	141	150	0	0
SSUH2	1	9	4	0	10	3	0	2	1	0	0	72	90	4	5
SETD5	1712	1197	1355	1397	508	861	781	723	551	874	1223	819	707	398	464
RPUSD3	149	125	103	70	48	94	132	176	179	223	224	52	66	124	117
SYN2	6	3	2	3	14	2	2	1	4	0	0	164	193	1	1
NUP58	833	622	668	378	141	495	871	960	765	1171	1499	182	133	578	765
CAND2	213	95	186	132	63	163	35	107	101	96	87	245	274	79	133
EFCAB12	6	3	1	2	8	2	0	0	0	0	0	172	220	0	0
TRH	4	3	6	4	12	1	11	9	5	10	14	76	87	5	5
NR2C2	1730	1240	1259	1411	463	931	635	810	625	784	1033	278	275	433	469
IQSEC1	2419	1584	1702	2390	814	1389	227	322	260	380	416	207	156	162	209
SHISA2	16	0	2	11	5	8	3	41	41	9	16	66	72	4	8
PTPN18	284	254	301	179	76	199	148	372	359	156	198	114	126	94	159
EFCC1	34	24	82	21	13	20	13	8	6	13	14	92	117	2	7
RPN1	2557	2537	2543	1748	525	1878	7352	6891	6033	8121	10766	427	343	5763	7146
EEFSEC	189	136	178	147	42	121	178	180	147	234	217	101	93	120	141
PODXL2	81	243	102	109	57	166	8	2	8	10	12	87	167	5	7
LOC101097628	1127	870	845	742	277	825	631	832	691	926	1045	254	214	630	732
PURB	2957	2960	2385	1316	611	2487	1311	1367	1089	1623	1985	346	321	914	1193
IGFBP1	1	2	0	4	3	0	0	0	0	0	0	41	63	0	0
IGFBP3	1	1	0	0	1	1	40	13	11	8	20	13	20	2	2
TNS3	1077	545	1494	691	352	781	1098	1343	1168	1246	1276	151	183	1287	1439
PKD1L1	145	124	46	52	91	61	21	36	24	29	34	243	267	18	8
COBL	6	8	4	1	16	4	0	0	1	0	0	190	245	0	0
LOC101088997	101	74	76	102	45	79	3	5	1	3	6	68	46	4	0
GLI3	6	3	5	3	39	4	521	605	443	660	825	288	337	532	584
WASF3	3	3	5	2	23	9	153	156	159	281	339	150	179	216	274
POU6F2	15	2	16	11	28	14	0	0	0	0	0	194	227	0	2
GPR12	3	0	0	0	0	2	0	0	0	0	0	35	53	0	0
USP12	970	866	833	604	221	811	2122	1864	1582	3636	4824	162	116	1224	1522
PRKAR2B	3176	2381	3358	1806	827	2113	631	691	534	274	377	152	142	736	906
SYPL1	959	657	847	758	295	650	1050	1418	1192	1019	1447	73	48	1048	1377
ATXN7L1	471	334	369	363	157	249	39	35	33	42	47	422	496	44	32
PHTF2	1157	1040	1131	710	255	759	430	703	516	569	686	137	157	306	417
SEMA3C	5	15	8	5	12	7	19332	22822	17922	9733	13072	52	84	13956	16317
